Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0094,Blockchain Professional Certificate,edX,Blockchain,Advanced,Interactive,Subscription,35.21,https://www.edx.com/courses/blockchain-professional-certificate,25 weeks,3981,4.5,841,2023-12-11,2025-03-28,edX,True,True,True,8,84,"Artificial Intelligence, Data Analysis, Data Science","Mobile Development, Digital Marketing, Digital Marketing"
RES_0095,UI/UX Design Professional Certificate,edX,UI/UX Design,All Levels,Interactive,Freemium,24.1,https://www.edx.com/courses/ui/ux-design-professional-certificate,8 weeks,2465,4.0,437,2023-01-15,2023-01-28,John Miller,True,True,False,5,56,"Web Development, Project Management","Game Development, SQL"
RES_0096,DevOps Specialization,Coursera,DevOps,All Levels,Tutorial Series,Free,0.0,https://www.coursera.com/courses/devops-specialization,28 hours,13331,4.0,1897,2024-06-02,2024-12-19,Tasha Taylor,False,True,False,4,45,"Artificial Intelligence, React, SQL","Game Development, Mobile Development, UI/UX Design"
RES_0097,Project Management Masterclass,Skillshare,Project Management,Advanced,Text-based,Subscription,27.59,https://www.skillshare.com/courses/project-management-masterclass,29 months,7735,3.9,1413,2025-01-31,2025-02-18,Sarah Shaffer,False,False,True,8,48,DevOps,"UI/UX Design, Cloud Computing, SQL, Mobile Development"
RES_0098,Learn Cybersecurity - Full Course,YouTube,Cybersecurity,Intermediate,Project-based,Subscription,24.01,https://www.youtube.com/courses/learn-cybersecurity---full-course,27 months,48419,3.1,9570,2022-11-20,2024-05-07,Jennifer Brown,False,True,False,4,34,Data Analysis,Digital Marketing
RES_0099,React Professional Certificate,edX,React,Beginner,Tutorial Series,Paid,11.74,https://www.edx.com/courses/react-professional-certificate,17 months,6214,3.2,640,2025-04-19,2025-06-03,Lauren Ramos,False,False,False,4,31,None,Blockchain
RES_0100,DevOps Masterclass,FutureLearn,DevOps,Advanced,Video Course,Freemium,80.62,https://www.futurelearn.com/courses/devops-masterclass,30 days,1853,3.1,284,2025-02-04,2025-04-09,Diana Chambers,True,True,False,10,40,"Cybersecurity, Project Management","React, UI/UX Design"
RES_0101,Web Development Masterclass,Udacity,Web Development,Beginner,Video Course,Freemium,37.93,https://www.udacity.com/courses/web-development-masterclass,18 months,1019,4.3,301,2025-08-01,2025-08-16,Jordan Acevedo,False,True,True,1,35,None,"SQL, Artificial Intelligence"
RES_0102,Data Analysis Masterclass,Pluralsight,Data Analysis,Beginner,Tutorial Series,Subscription,46.48,https://www.pluralsight.com/courses/data-analysis-masterclass,19 hours,3038,3.6,545,2023-11-15,2025-08-05,Pluralsight,True,False,False,1,68,None,"React, Cybersecurity"
RES_0103,Game Development Masterclass,Udacity,Game Development,Advanced,Project-based,Paid,160.19,https://www.udacity.com/courses/game-development-masterclass,23 hours,8304,4.0,1849,2023-09-12,2025-06-28,Drew Nelson,True,True,False,10,71,DevOps,"Artificial Intelligence, React, Data Science"
RES_0104,Digital Marketing Masterclass,Skillshare,Digital Marketing,Intermediate,Tutorial Series,Freemium,8.57,https://www.skillshare.com/courses/digital-marketing-masterclass,20 weeks,4137,4.8,736,2025-03-23,2025-07-31,Stacey Williams,True,False,True,6,43,Python Programming,"Project Management, Data Science, DevOps"
RES_0105,The Complete Cloud Computing Bootcamp,Udemy,Cloud Computing,Beginner,Interactive,Freemium,44.88,https://www.udemy.com/courses/the-complete-cloud-computing-bootcamp,18 months,7769,3.5,1375,2025-06-28,2025-08-16,Anthony Taylor,True,True,True,3,82,None,"Web Development, Game Development, React, Blockchain"
RES_0106,Cybersecurity Professional Certificate,edX,Cybersecurity,Intermediate,Interactive,Subscription,25.54,https://www.edx.com/courses/cybersecurity-professional-certificate,16 days,1136,3.8,328,2024-09-12,2025-01-11,Timothy Williamson,True,False,True,7,55,"Machine Learning, Cloud Computing","Python Programming, Mobile Development"
RES_0107,Cybersecurity Masterclass,Codecademy,Cybersecurity,Advanced,Project-based,Subscription,30.07,https://www.codecademy.com/courses/cybersecurity-masterclass,27 days,5022,4.5,1475,2023-11-03,2023-12-13,Codecademy,True,True,False,9,92,"React, Mobile Development","Data Science, Machine Learning"
RES_0108,SQL Masterclass,Codecademy,SQL,Intermediate,Tutorial Series,Free,0.0,https://www.codecademy.com/courses/sql-masterclass,24 months,3534,3.5,642,2023-03-07,2023-05-28,Jesse Edwards,False,False,False,7,47,"UI/UX Design, React, DevOps","Digital Marketing, Cybersecurity"
RES_0109,The Complete Project Management Bootcamp,Udemy,Project Management,All Levels,Bootcamp,Freemium,53.44,https://www.udemy.com/courses/the-complete-project-management-bootcamp,30 months,36628,3.2,4463,2025-06-06,2025-07-06,Udemy,False,True,False,4,75,Data Analysis,"Mobile Development, Digital Marketing, Machine Learning, Python Programming"
RES_0110,The Complete DevOps Bootcamp,Udemy,DevOps,Intermediate,Bootcamp,Paid,94.7,https://www.udemy.com/courses/the-complete-devops-bootcamp,13 months,45535,3.6,13311,2022-10-31,2024-10-17,William Gonzales,True,True,True,4,48,"UI/UX Design, Mobile Development","SQL, Blockchain, Artificial Intelligence, Data Science"
RES_0111,Machine Learning Masterclass,FreeCodeCamp,Machine Learning,All Levels,Tutorial Series,Freemium,31.89,https://www.freecodecamp.com/courses/machine-learning-masterclass,10 hours,1985,3.3,295,2025-07-05,2025-07-31,Mrs. Grace Jackson,False,True,False,4,50,"Game Development, Digital Marketing","React, Cybersecurity, JavaScript, JavaScript"
RES_0112,Digital Marketing Masterclass,Udacity,Digital Marketing,All Levels,Video Course,Paid,95.42,https://www.udacity.com/courses/digital-marketing-masterclass,14 months,172,4.9,44,2024-06-07,2025-05-08,Nicole Espinoza MD,False,False,False,7,53,"Mobile Development, SQL","Machine Learning, DevOps, Artificial Intelligence, Blockchain"
RES_0113,Mobile Development Masterclass,Udacity,Mobile Development,All Levels,Bootcamp,Freemium,58.7,https://www.udacity.com/courses/mobile-development-masterclass,12 weeks,7601,4.6,963,2024-09-01,2024-09-11,Udacity,True,True,True,3,60,"Machine Learning, JavaScript","Cloud Computing, Blockchain, Cybersecurity"
RES_0114,Cloud Computing Masterclass,Skillshare,Cloud Computing,All Levels,Project-based,Paid,102.47,https://www.skillshare.com/courses/cloud-computing-masterclass,18 days,9191,4.3,2510,2024-09-13,2024-12-14,Kelly Carter,True,False,False,3,92,SQL,"Game Development, Blockchain, Artificial Intelligence, Digital Marketing"
RES_0115,Artificial Intelligence Masterclass,Udacity,Artificial Intelligence,All Levels,Tutorial Series,Freemium,48.87,https://www.udacity.com/courses/artificial-intelligence-masterclass,3 hours,3713,4.7,922,2023-12-31,2025-07-19,Amanda Pearson MD,True,True,True,6,95,Machine Learning,"Game Development, Data Science, Game Development"
RES_0116,Project Management Specialization,Coursera,Project Management,Intermediate,Project-based,Free,0.0,https://www.coursera.com/courses/project-management-specialization,24 days,20510,4.6,2532,2025-06-15,2025-06-25,Alexis Walker,False,True,False,5,56,"Data Science, Digital Marketing, JavaScript","SQL, SQL"
RES_0117,Data Science Specialization,Coursera,Data Science,Advanced,Bootcamp,Paid,71.49,https://www.coursera.com/courses/data-science-specialization,23 weeks,19961,3.4,5132,2024-02-20,2024-03-13,Coursera,False,True,False,7,65,"Cloud Computing, Cloud Computing, React",Mobile Development
RES_0118,Cybersecurity Masterclass,Udacity,Cybersecurity,All Levels,Interactive,Subscription,36.97,https://www.udacity.com/courses/cybersecurity-masterclass,13 months,1337,4.8,387,2025-02-11,2025-05-10,Matthew Garcia,True,False,True,5,30,"Web Development, Project Management, Data Science",Game Development
RES_0119,SQL Masterclass,Skillshare,SQL,All Levels,Interactive,Freemium,26.85,https://www.skillshare.com/courses/sql-masterclass,27 weeks,5633,4.1,1268,2024-11-26,2024-12-16,Skillshare,False,False,True,6,32,JavaScript,"Project Management, Python Programming, Digital Marketing"
RES_0120,Cloud Computing Masterclass,FutureLearn,Cloud Computing,Advanced,Interactive,Subscription,18.27,https://www.futurelearn.com/courses/cloud-computing-masterclass,12 weeks,1450,4.6,347,2023-07-21,2023-10-11,FutureLearn,True,True,True,8,84,"Web Development, Machine Learning, Python Programming",Artificial Intelligence
RES_0121,React Professional Certificate,edX,React,All Levels,Video Course,Free,0.0,https://www.edx.com/courses/react-professional-certificate,23 weeks,2075,4.8,250,2023-04-09,2023-09-11,Andrew Young,True,True,False,5,77,"Cloud Computing, Cybersecurity",Web Development
RES_0122,Python Programming Masterclass,Khan Academy,Python Programming,Intermediate,Project-based,Subscription,40.29,https://www.khanacademy.com/courses/python-programming-masterclass,21 days,6845,3.6,1683,2023-02-26,2023-03-25,John Chapman MD,False,True,True,6,84,"Cloud Computing, React","Web Development, Game Development"
RES_0123,UI/UX Design Masterclass,Codecademy,UI/UX Design,Beginner,Tutorial Series,Subscription,22.19,https://www.codecademy.com/courses/ui/ux-design-masterclass,20 days,6518,3.2,966,2023-12-24,2025-06-27,Codecademy,False,True,True,1,31,None,"Mobile Development, Cloud Computing, Cybersecurity"
RES_0124,Digital Marketing Masterclass,Codecademy,Digital Marketing,Advanced,Bootcamp,Paid,154.92,https://www.codecademy.com/courses/digital-marketing-masterclass,25 hours,373,3.5,75,2025-04-04,2025-08-18,Andrew Greene,True,True,False,10,84,"Cybersecurity, Web Development, Game Development",DevOps
RES_0125,Web Development Masterclass,Pluralsight,Web Development,Intermediate,Interactive,Subscription,28.68,https://www.pluralsight.com/courses/web-development-masterclass,21 hours,5181,3.9,638,2023-03-09,2023-08-05,Pluralsight,True,True,False,4,69,"JavaScript, Machine Learning, Python Programming",
RES_0126,Data Science Masterclass,FreeCodeCamp,Data Science,Advanced,Interactive,Subscription,19.44,https://www.freecodecamp.com/courses/data-science-masterclass,25 weeks,2034,4.6,437,2025-06-21,2025-07-31,FreeCodeCamp,True,True,False,7,93,Blockchain,Artificial Intelligence
RES_0127,JavaScript Masterclass,Codecademy,JavaScript,Advanced,Interactive,Subscription,42.07,https://www.codecademy.com/courses/javascript-masterclass,29 hours,3842,4.7,678,2022-10-13,2025-08-16,Betty Anderson,False,True,True,8,52,Game Development,"React, Mobile Development, React, Digital Marketing"
RES_0128,Mobile Development Masterclass,FutureLearn,Mobile Development,Advanced,Video Course,Subscription,19.18,https://www.futurelearn.com/courses/mobile-development-masterclass,22 hours,3038,3.0,830,2024-05-20,2024-07-06,Kevin Turner,True,True,False,9,71,Game Development,"Python Programming, Data Science, SQL, UI/UX Design"
RES_0129,UI/UX Design Masterclass,Codecademy,UI/UX Design,Intermediate,Project-based,Subscription,35.71,https://www.codecademy.com/courses/ui/ux-design-masterclass,16 days,9054,4.0,2425,2024-04-05,2025-06-05,Dean Hernandez,True,True,True,4,72,Cybersecurity,"Machine Learning, SQL, Blockchain"
RES_0130,Learn Digital Marketing - Full Course,YouTube,Digital Marketing,All Levels,Video Course,Paid,145.21,https://www.youtube.com/courses/learn-digital-marketing---full-course,3 hours,16169,3.8,1925,2022-09-21,2023-04-29,YouTube,True,False,True,4,80,Data Analysis,"Cloud Computing, React, UI/UX Design, DevOps"
RES_0131,Cybersecurity Masterclass,LinkedIn Learning,Cybersecurity,Advanced,Text-based,Freemium,27.2,https://www.linkedinlearning.com/courses/cybersecurity-masterclass,3 days,2330,3.4,399,2025-01-09,2025-07-13,Joseph Meadows,True,True,True,8,87,"Project Management, DevOps",Web Development
RES_0132,UI/UX Design Professional Certificate,edX,UI/UX Design,Beginner,Interactive,Subscription,20.19,https://www.edx.com/courses/ui/ux-design-professional-certificate,23 days,5928,3.2,1721,2023-06-01,2024-03-14,Carla Thompson,True,False,True,4,61,None,Project Management
RES_0133,The Complete Cloud Computing Bootcamp,Udemy,Cloud Computing,Beginner,Video Course,Free,0.0,https://www.udemy.com/courses/the-complete-cloud-computing-bootcamp,27 days,9566,3.7,1451,2024-07-11,2025-01-28,Bryan Larson,False,True,False,1,32,None,SQL
RES_0134,Project Management Masterclass,Udacity,Project Management,Intermediate,Video Course,Subscription,19.29,https://www.udacity.com/courses/project-management-masterclass,15 hours,2852,4.9,487,2023-03-17,2023-05-03,Udacity,True,True,True,5,65,Cloud Computing,React
RES_0135,UI/UX Design Masterclass,Udacity,UI/UX Design,All Levels,Project-based,Freemium,6.1,https://www.udacity.com/courses/ui/ux-design-masterclass,9 months,2348,3.6,490,2023-04-15,2025-01-29,Karen Brown,False,True,False,3,78,"Data Science, Artificial Intelligence, Game Development","Blockchain, Mobile Development, Cybersecurity"
RES_0136,JavaScript Masterclass,Pluralsight,JavaScript,Beginner,Text-based,Paid,15.57,https://www.pluralsight.com/courses/javascript-masterclass,26 weeks,1059,4.0,158,2022-12-28,2024-02-26,Larry Jackson,True,True,True,2,64,None,React
RES_0137,Cybersecurity Masterclass,Codecademy,Cybersecurity,Advanced,Interactive,Paid,54.94,https://www.codecademy.com/courses/cybersecurity-masterclass,11 weeks,9792,4.4,1347,2025-06-24,2025-07-07,Codecademy,False,True,False,10,69,Artificial Intelligence,Web Development
RES_0138,React Specialization,Coursera,React,Intermediate,Video Course,Freemium,0.07,https://www.coursera.com/courses/react-specialization,30 days,9551,3.7,2075,2023-09-23,2025-02-21,Coursera,False,True,True,5,44,"Data Science, Web Development, Data Science","Machine Learning, Mobile Development, UI/UX Design, Mobile Development"
RES_0139,JavaScript Professional Certificate,edX,JavaScript,All Levels,Tutorial Series,Freemium,64.92,https://www.edx.com/courses/javascript-professional-certificate,6 weeks,3757,4.9,1088,2024-08-26,2025-02-09,Jeffrey Martinez,False,True,False,7,80,"Data Analysis, Mobile Development","Machine Learning, Artificial Intelligence"
RES_0140,Mobile Development Professional Certificate,edX,Mobile Development,Beginner,Interactive,Subscription,49.38,https://www.edx.com/courses/mobile-development-professional-certificate,6 hours,5600,4.9,680,2023-02-18,2025-08-10,Joseph Jones,True,True,True,1,36,None,"Project Management, Digital Marketing, JavaScript, Digital Marketing"
RES_0141,Cybersecurity Masterclass,FreeCodeCamp,Cybersecurity,Advanced,Bootcamp,Freemium,10.14,https://www.freecodecamp.com/courses/cybersecurity-masterclass,16 days,2764,3.5,334,2023-02-08,2025-06-07,FreeCodeCamp,True,True,True,9,51,"JavaScript, Web Development",Mobile Development
RES_0142,Artificial Intelligence Masterclass,Codecademy,Artificial Intelligence,Beginner,Project-based,Paid,125.39,https://www.codecademy.com/courses/artificial-intelligence-masterclass,14 days,977,4.0,240,2025-01-25,2025-05-29,Nathaniel Mathews,True,True,False,3,66,None,"React, Machine Learning, Data Analysis"
RES_0143,Game Development Masterclass,Skillshare,Game Development,All Levels,Interactive,Free,0.0,https://www.skillshare.com/courses/game-development-masterclass,12 hours,7105,3.6,1004,2025-02-22,2025-06-07,Skillshare,False,True,True,8,67,Artificial Intelligence,UI/UX Design
RES_0144,Artificial Intelligence Masterclass,Skillshare,Artificial Intelligence,All Levels,Tutorial Series,Subscription,18.19,https://www.skillshare.com/courses/artificial-intelligence-masterclass,18 months,3129,3.6,454,2023-07-23,2024-07-27,Daniel Clay,True,True,True,5,37,Machine Learning,Data Science
RES_0145,Digital Marketing Masterclass,Khan Academy,Digital Marketing,Intermediate,Bootcamp,Free,0.0,https://www.khanacademy.com/courses/digital-marketing-masterclass,27 months,8661,3.1,1383,2023-04-16,2024-02-20,Sara Lopez,False,True,True,7,34,"Blockchain, Cloud Computing, Machine Learning","JavaScript, JavaScript, SQL, SQL"
RES_0146,Data Analysis Professional Certificate,edX,Data Analysis,All Levels,Video Course,Freemium,20.19,https://www.edx.com/courses/data-analysis-professional-certificate,27 days,9849,4.2,1767,2024-03-10,2024-09-28,edX,False,True,True,5,65,"Project Management, Python Programming, Blockchain","Machine Learning, Digital Marketing, Cloud Computing, Cloud Computing"
RES_0147,Machine Learning Masterclass,Codecademy,Machine Learning,Beginner,Bootcamp,Free,0.0,https://www.codecademy.com/courses/machine-learning-masterclass,26 weeks,8875,4.0,1193,2023-09-16,2024-06-27,Nicole Murphy,False,True,True,4,48,None,"Data Analysis, Cybersecurity, Mobile Development, React"
RES_0148,Artificial Intelligence Specialization,Coursera,Artificial Intelligence,Advanced,Text-based,Free,0.0,https://www.coursera.com/courses/artificial-intelligence-specialization,11 weeks,21378,3.1,3422,2024-01-24,2024-04-05,Coursera,False,False,True,10,71,"Digital Marketing, Web Development","Project Management, SQL"
